customerID,gender,InternetService,Dependents,DeviceProtection,Contract,OnlineBackup,MultipleLines,OnlineSecurity,PaperlessBilling,Partner,PaymentMethod,PhoneService,SeniorCitizen,StreamingMovies,StreamingTV,TechSupport,Sum of tenure,tenure (bins),Sum of TotalCharges,Sum of MonthlyCharges,Churn
1599-EAHXY,Male,No,Yes,No internet service,One year,No internet service,Yes,No internet service,No,Yes,Credit card (automatic),Yes,No,No internet service,No internet service,No internet service,60,60,1506.4,23.95,No
1599-MMYRQ,Male,Fiber optic,Yes,No,One year,Yes,No,Yes,Yes,Yes,Credit card (automatic),Yes,No,No,No,No,62,60,4983.05,81.45,No
1600-DILPE,Female,DSL,No,No,Month-to-month,No,No,No,Yes,No,Bank transfer (automatic),Yes,No,No,No,No,12,10,524.35,45,No
1602-IJQQE,Female,Fiber optic,No,No,Month-to-month,No,Yes,No,No,No,Electronic check,Yes,No,No,No,No,4,0,338.1,75.35,Yes
1608-GMEWB,Male,Fiber optic,No,No,Month-to-month,No,Yes,No,Yes,No,Bank transfer (automatic),Yes,yes,Yes,Yes,No,45,45,4200.25,93.9,No
1612-EOHDH,Female,DSL,No,No,Month-to-month,No,No,No,No,No,Electronic check,Yes,No,No,No,No,1,0,45.15,45.15,Yes
1614-JBEBI,Female,No,No,No internet service,Month-to-month,No internet service,No,No internet service,Yes,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,8,5,137.6,20.7,No
1618-CFHME,Female,Fiber optic,No,No,Month-to-month,No,Yes,No,Yes,No,Electronic check,Yes,No,No,No,No,2,0,143.35,75.9,Yes
1619-YWUBB,Female,No,No,No internet service,Two year,No internet service,Yes,No internet service,Yes,Yes,Credit card (automatic),Yes,No,No internet service,No internet service,No internet service,68,65,1614.9,24.95,No
1621-YNCJH,Female,Fiber optic,No,Yes,Two year,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),Yes,No,Yes,No,Yes,36,35,3834.4,106.05,No
1622-HSHSF,Female,No,No,No internet service,Month-to-month,No internet service,No,No internet service,Yes,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,1,0,19.55,19.55,No
1623-NLDOT,Female,DSL,No,No,One year,Yes,No phone service,No,No,Yes,Mailed check,No,No,No,No,Yes,42,40,1445.3,33.55,Yes
1624-NALOJ,Male,Fiber optic,No,No,Month-to-month,Yes,Yes,No,Yes,No,Electronic check,Yes,yes,Yes,No,No,5,5,502.6,89.8,Yes
1624-WOIWJ,Female,Fiber optic,No,No,Month-to-month,No,No,Yes,Yes,No,Mailed check,Yes,No,No,Yes,No,10,10,832.05,84.7,Yes
1625-JAIIY,Female,Fiber optic,Yes,No,One year,No,Yes,No,Yes,Yes,Electronic check,Yes,No,No,Yes,No,68,65,5685.8,83,Yes
1626-ERCMM,Male,Fiber optic,No,No,Month-to-month,No,Yes,No,Yes,Yes,Electronic check,Yes,yes,Yes,Yes,No,20,20,1899.65,94.55,Yes
1627-AFWVJ,Female,No,No,No internet service,Two year,No internet service,No,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,29,25,554.25,19.4,No
1628-BIZYP,Male,Fiber optic,No,No,Month-to-month,Yes,No,No,Yes,No,Electronic check,Yes,No,Yes,No,No,1,0,85,85,No
1629-DQQVB,Female,DSL,No,No,Month-to-month,No,No,Yes,No,No,Bank transfer (automatic),Yes,No,No,No,No,14,10,709.5,50.1,No
1635-FJFCC,Female,DSL,No,No,Month-to-month,No,No,No,Yes,No,Credit card (automatic),Yes,No,No,No,No,5,5,202.15,44.05,No
1635-HDGFT,Female,No,Yes,No internet service,Two year,No internet service,No,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,19,15,398.55,20.5,No
1635-NZATJ,Male,No,No,No internet service,Two year,No internet service,Yes,No internet service,No,Yes,Credit card (automatic),Yes,yes,No internet service,No internet service,No internet service,71,70,1789.65,25.45,No
1636-NTNCO,Male,DSL,No,No,Month-to-month,Yes,No phone service,No,Yes,No,Credit card (automatic),No,yes,Yes,Yes,No,4,0,207.35,50.95,No
1640-PLFMP,Female,Fiber optic,No,No,Month-to-month,No,No,No,Yes,No,Electronic check,Yes,No,No,No,No,1,0,70.25,70.25,No
1641-BYBTK,Male,No,Yes,No internet service,Month-to-month,No internet service,No,No internet service,Yes,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,6,5,98.35,20.2,No
1641-RQDAY,Female,Fiber optic,Yes,No,Month-to-month,Yes,Yes,No,Yes,Yes,Electronic check,Yes,yes,Yes,Yes,No,32,30,3217.65,100.4,No
1642-HMARX,Female,DSL,No,Yes,Two year,Yes,Yes,Yes,Yes,Yes,Electronic check,Yes,No,Yes,Yes,Yes,68,65,6424.7,91.7,No
1644-IRKSF,Female,Fiber optic,Yes,Yes,One year,No,No,No,Yes,Yes,Electronic check,Yes,No,Yes,Yes,No,33,30,3124.5,93.8,Yes
1656-DRSMG,Female,Fiber optic,No,Yes,Month-to-month,Yes,Yes,No,Yes,No,Credit card (automatic),Yes,No,Yes,Yes,Yes,63,60,7002.95,109.85,No
1657-DYMBM,Male,No,No,No internet service,Two year,No internet service,No,No internet service,No,Yes,Credit card (automatic),Yes,No,No internet service,No internet service,No internet service,53,50,1110.05,19.9,No
1658-BYGOY,Male,Fiber optic,No,No,Month-to-month,No,Yes,No,Yes,No,Electronic check,Yes,yes,Yes,Yes,No,18,15,1752.55,95.45,Yes
1658-TJVOA,Female,Fiber optic,No,No,Month-to-month,No,No,Yes,Yes,No,Electronic check,Yes,yes,No,No,No,6,5,450.9,74.1,No
1658-XUHBX,Female,Fiber optic,Yes,Yes,Month-to-month,No,Yes,No,Yes,Yes,Credit card (automatic),Yes,yes,Yes,No,No,59,55,5348.65,88.75,No
1660-HSOOQ,Male,DSL,No,Yes,Month-to-month,No,No,No,Yes,No,Mailed check,Yes,No,No,No,No,1,0,49.65,49.65,Yes
1661-CZBAU,Male,DSL,No,No,One year,No,Yes,Yes,Yes,No,Bank transfer (automatic),Yes,No,Yes,No,Yes,48,45,3629.2,70.95,No
1663-MHLHE,Male,No,No,No internet service,Month-to-month,No internet service,No,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,1,0,19.2,19.2,No
1666-JXLKU,Female,Fiber optic,No,Yes,Month-to-month,No,Yes,No,Yes,No,Electronic check,Yes,No,Yes,Yes,No,37,35,3810.55,100.05,No
1666-JZPZT,Male,DSL,No,No,Month-to-month,No,Yes,No,No,No,Mailed check,Yes,No,No,No,No,27,25,1291.35,49,No
1670-SVOWZ,Female,Fiber optic,Yes,No,Month-to-month,Yes,No,No,Yes,Yes,Credit card (automatic),Yes,No,Yes,No,Yes,14,10,1208.35,89.65,Yes
1676-MQAOA,Male,DSL,No,Yes,Two year,Yes,No,Yes,Yes,No,Bank transfer (automatic),Yes,No,No,Yes,Yes,72,70,5336.35,75.1,No
1678-FYZOW,Female,Fiber optic,No,No,Month-to-month,No,No,No,Yes,No,Electronic check,Yes,No,No,Yes,No,3,0,244.65,79.4,Yes
1679-JRFBR,Female,Fiber optic,Yes,Yes,One year,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),Yes,No,Yes,Yes,No,70,70,7930.55,108.15,No
1680-VDCWW,Male,No,No,No internet service,One year,No internet service,No,No internet service,No,Yes,Bank transfer (automatic),Yes,No,No internet service,No internet service,No internet service,12,10,202.25,19.8,No
1682-VCOIO,Male,No,No,No internet service,One year,No internet service,No,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,23,20,481.1,20.45,No
1684-FLBGS,Female,DSL,Yes,No,Month-to-month,Yes,Yes,No,Yes,Yes,Credit card (automatic),Yes,No,No,Yes,Yes,23,20,1652.1,69.5,No
1685-BQULA,Female,Fiber optic,No,Yes,Month-to-month,Yes,Yes,No,Yes,No,Bank transfer (automatic),Yes,No,No,Yes,No,40,40,3756.4,93.4,No
1685-VAYJF,Male,DSL,No,No,Month-to-month,No,No,No,No,No,Credit card (automatic),Yes,No,No,No,No,11,10,492,45.2,No
1686-STUHN,Male,No,No,No internet service,One year,No internet service,No,No internet service,No,No,Bank transfer (automatic),Yes,No,No internet service,No internet service,No internet service,42,40,849.9,19.8,No
1689-MRZQR,Male,Fiber optic,Yes,No,Month-to-month,No,No,No,No,Yes,Electronic check,Yes,No,No,Yes,No,34,30,2564.3,78.3,Yes
1689-YQBYY,Female,Fiber optic,Yes,No,Month-to-month,No,Yes,No,Yes,No,Electronic check,Yes,No,No,No,No,12,10,893,76.6,No
1696-HXOWK,Female,Fiber optic,No,No,One year,Yes,Yes,Yes,No,Yes,Mailed check,Yes,No,No,Yes,No,71,70,6856.95,95.65,No
1696-MZVAU,Male,DSL,Yes,No,One year,No,No phone service,No,Yes,Yes,Credit card (automatic),No,No,No,No,No,39,35,947.75,25.25,No
1697-BCSHV,Female,DSL,Yes,No,Month-to-month,Yes,Yes,No,Yes,Yes,Bank transfer (automatic),Yes,No,No,Yes,No,58,55,3970.4,66.8,No
1697-LYYYX,Female,No,Yes,No internet service,One year,No internet service,No,No internet service,No,Yes,Credit card (automatic),Yes,No,No internet service,No internet service,No internet service,61,60,1143.8,19.1,No
1697-NVVGY,Male,DSL,No,Yes,Month-to-month,No,No,Yes,No,Yes,Bank transfer (automatic),Yes,yes,No,Yes,No,19,15,1286.05,66.4,No
1698-XFZCI,Male,Fiber optic,No,Yes,One year,Yes,Yes,Yes,Yes,No,Electronic check,Yes,No,Yes,Yes,No,61,60,6521.9,107.75,No
1699-HPSBG,Male,DSL,No,No,One year,No,No,No,Yes,No,Electronic check,Yes,No,No,Yes,Yes,12,10,727.8,59.8,Yes
1699-TLDLZ,Female,No,Yes,No internet service,Two year,No internet service,No,No internet service,No,Yes,Mailed check,Yes,No,No internet service,No internet service,No internet service,16,15,301.55,19.7,No
1699-UOTXU,Male,DSL,No,Yes,Two year,Yes,No,Yes,No,No,Electronic check,Yes,No,No,No,No,60,60,3638.25,61.4,No
1702-CCFNJ,Male,DSL,No,No,Month-to-month,Yes,Yes,No,No,Yes,Bank transfer (automatic),Yes,No,No,No,Yes,52,50,3169.55,61.35,No
1703-MGIAB,Female,DSL,No,Yes,Month-to-month,No,Yes,No,Yes,No,Mailed check,Yes,No,No,Yes,Yes,17,15,1108,69,No
1704-NRWYE,Female,Fiber optic,No,No,Month-to-month,No,No,No,Yes,No,Electronic check,Yes,yes,No,Yes,No,9,5,751.65,80.85,Yes
1705-GUHPV,Female,No,No,No internet service,Two year,No internet service,Yes,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,63,60,1618.2,24.2,No
1707-HABPF,Female,Fiber optic,No,Yes,One year,Yes,No,No,Yes,No,Bank transfer (automatic),Yes,yes,No,Yes,No,46,45,4126.35,91.3,No
1708-PBBOA,Female,DSL,No,Yes,One year,Yes,No phone service,Yes,Yes,No,Electronic check,No,No,Yes,No,Yes,42,40,2348.45,54.75,No
1709-EJDOX,Female,No,Yes,No internet service,Two year,No internet service,No,No internet service,No,Yes,Mailed check,Yes,No,No internet service,No internet service,No internet service,47,45,948.9,19.75,No
1710-RCXUS,Male,Fiber optic,No,No,One year,Yes,Yes,No,Yes,Yes,Credit card (automatic),Yes,No,Yes,No,No,51,50,4614.55,90.35,No
1716-LSAMB,Male,DSL,Yes,No,Two year,No,No,Yes,No,Yes,Bank transfer (automatic),Yes,No,No,No,Yes,45,45,2553.7,54.65,No
1722-LDZJS,Male,No,Yes,No internet service,One year,No internet service,No,No internet service,No,Yes,Credit card (automatic),Yes,No,No internet service,No internet service,No internet service,53,50,1068.15,20.2,No
1723-HKXJQ,Male,Fiber optic,No,No,Month-to-month,Yes,Yes,No,Yes,No,Electronic check,Yes,No,Yes,Yes,No,42,40,4273.45,101.75,Yes
1724-BQUHA,Male,Fiber optic,No,No,Month-to-month,No,No,No,Yes,No,Electronic check,Yes,yes,Yes,Yes,No,5,5,477.7,89.5,Yes
1724-IQWNM,Male,No,Yes,No internet service,Month-to-month,No internet service,No,No internet service,Yes,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,1,0,19.3,19.3,No
1725-IQNIY,Male,Fiber optic,No,Yes,Two year,Yes,No,Yes,No,Yes,Bank transfer (automatic),Yes,No,Yes,Yes,Yes,54,50,6110.2,109.75,Yes
1725-MIMXW,Male,No,Yes,No internet service,Month-to-month,No internet service,No,No internet service,Yes,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,1,0,19.45,19.45,Yes
1728-BQDMA,Female,DSL,No,No,Month-to-month,No,No,No,No,No,Electronic check,Yes,No,No,No,No,2,0,82.7,44.45,No
1728-CXQBE,Male,Fiber optic,No,Yes,Month-to-month,Yes,Yes,No,Yes,Yes,Electronic check,Yes,yes,Yes,No,No,64,60,6081.4,94.25,No
1729-VLAZJ,Female,DSL,Yes,No,One year,Yes,No phone service,Yes,No,No,Mailed check,No,No,No,No,Yes,10,10,411.45,40.25,No
1730-VFMWO,Female,DSL,No,No,Month-to-month,No,No,No,No,Yes,Bank transfer (automatic),Yes,No,No,No,Yes,34,30,1815.3,50.2,No
1730-ZMAME,Female,Fiber optic,No,No,Month-to-month,No,No,No,Yes,No,Electronic check,Yes,yes,Yes,No,No,32,30,2665,79.5,No
1731-TVIUK,Female,Fiber optic,No,No,Month-to-month,Yes,Yes,No,Yes,No,Electronic check,Yes,No,Yes,No,Yes,4,0,362.2,93.5,Yes
1732-FEKLD,Female,Fiber optic,No,Yes,One year,Yes,Yes,No,Yes,No,Bank transfer (automatic),Yes,No,No,Yes,No,54,50,5121.75,94.75,No
1732-VHUBQ,Female,Fiber optic,Yes,No,Month-to-month,No,No,No,No,Yes,Bank transfer (automatic),Yes,yes,No,No,No,47,45,3309.25,70.55,Yes
1734-ZMNTZ,Female,No,Yes,No internet service,Two year,No internet service,Yes,No internet service,No,Yes,Mailed check,Yes,No,No internet service,No internet service,No internet service,11,10,300.7,25,No
1735-XMJVH,Male,No,Yes,No internet service,Month-to-month,No internet service,No,No internet service,Yes,Yes,Mailed check,Yes,No,No internet service,No internet service,No internet service,8,5,152.6,19.35,No
1740-CSDJP,Male,DSL,No,No,Month-to-month,No,No phone service,No,Yes,No,Bank transfer (automatic),No,No,Yes,No,No,1,0,35.25,35.25,Yes
1741-WTPON,Male,Fiber optic,Yes,Yes,Two year,Yes,Yes,Yes,No,Yes,Mailed check,Yes,No,Yes,Yes,Yes,56,55,6567.9,115.85,No
1744-JHKYS,Female,No,No,No internet service,Month-to-month,No internet service,Yes,No internet service,No,Yes,Electronic check,Yes,No,No internet service,No internet service,No internet service,34,30,780.2,24.7,No
1746-TGTWV,Male,Fiber optic,No,Yes,Month-to-month,No,No,No,No,Yes,Credit card (automatic),Yes,No,No,No,No,1,0,75.35,75.35,No
1750-CSKKM,Male,DSL,Yes,No,Month-to-month,No,No,No,No,No,Electronic check,Yes,No,No,Yes,No,9,5,449.75,55.35,Yes
1751-NCDLI,Male,Fiber optic,No,Yes,Month-to-month,No,Yes,No,Yes,Yes,Electronic check,Yes,yes,Yes,Yes,No,46,45,4564.9,98.85,No
1752-OZXFY,Male,DSL,No,No,One year,No,No,Yes,Yes,Yes,Mailed check,Yes,No,No,Yes,No,60,60,3561.15,59.8,No
1754-GKYPY,Male,Fiber optic,No,No,Month-to-month,No,No,No,Yes,Yes,Bank transfer (automatic),Yes,yes,Yes,Yes,No,22,20,1938.9,89.75,No
1755-FZQEC,Male,No,No,No internet service,One year,No internet service,No,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,39,35,791.15,19.9,No
1755-RMCXH,Male,No,Yes,No internet service,Month-to-month,No internet service,No,No internet service,No,Yes,Mailed check,Yes,No,No internet service,No internet service,No internet service,2,0,40.25,20.3,No
1757-TCATG,Male,No,Yes,No internet service,One year,No internet service,No,No internet service,No,Yes,Bank transfer (automatic),Yes,No,No internet service,No internet service,No internet service,35,35,746.75,20.05,No
1760-CAZHT,Male,No,Yes,No internet service,Month-to-month,No internet service,No,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,25,25,460.2,20.8,No
1761-AEZZR,Male,Fiber optic,No,No,Month-to-month,No,No,No,Yes,No,Electronic check,Yes,No,No,Yes,No,1,0,79.55,79.55,Yes
1763-KUAAW,Female,No,No,No internet service,One year,No internet service,No,No internet service,No,No,Bank transfer (automatic),Yes,yes,No internet service,No internet service,No internet service,18,15,369.6,20.35,No
1763-WQFUK,Male,DSL,No,No,Month-to-month,No,No,No,Yes,No,Mailed check,Yes,No,No,No,Yes,3,0,147.75,50.5,No
1764-VUUMT,Male,No,Yes,No internet service,Two year,No internet service,No,No internet service,No,No,Credit card (automatic),Yes,No,No internet service,No internet service,No internet service,66,65,1269.1,19.95,No
1766-GKNMI,Male,Fiber optic,No,No,Month-to-month,No,Yes,No,Yes,No,Electronic check,Yes,No,Yes,No,No,29,25,2516.2,84.9,No
1767-CJKBA,Male,No,No,No internet service,Two year,No internet service,Yes,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,66,65,1697.7,25.1,No
1767-TGTKO,Female,DSL,Yes,No,Month-to-month,No,No,No,Yes,Yes,Electronic check,Yes,No,No,No,No,8,5,411.75,45.45,No
1768-HNVGJ,Female,DSL,No,No,Month-to-month,No,Yes,Yes,Yes,No,Electronic check,Yes,yes,Yes,No,Yes,45,45,3062.45,70.05,No
1768-ZAIFU,Female,DSL,No,No,Month-to-month,No,No phone service,No,Yes,No,Electronic check,No,yes,No,No,No,1,0,25.2,25.2,Yes
1769-GRUIK,Female,Fiber optic,No,No,Month-to-month,No,No,No,Yes,No,Electronic check,Yes,No,No,No,No,18,15,1247.75,71.1,No
1771-OADNZ,Male,Fiber optic,No,Yes,Month-to-month,Yes,Yes,No,Yes,Yes,Electronic check,Yes,yes,Yes,No,No,29,25,2745.2,95.9,Yes
1775-KWJKQ,Male,DSL,Yes,Yes,Two year,Yes,Yes,Yes,No,Yes,Credit card (automatic),Yes,No,Yes,Yes,Yes,72,70,6562.9,89.85,No
1776-SPBWV,Female,No,Yes,No internet service,One year,No internet service,No,No internet service,Yes,Yes,Bank transfer (automatic),Yes,No,No internet service,No internet service,No internet service,34,30,682.1,20.1,No
1777-JYQPJ,Male,DSL,No,No,Month-to-month,No,No phone service,No,No,No,Mailed check,No,No,No,No,No,2,0,38.45,24.3,No
1779-PWPMG,Female,Fiber optic,No,Yes,Two year,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),Yes,yes,Yes,Yes,Yes,72,70,8333.95,114.65,No
1784-BXEFA,Female,No,No,No internet service,Month-to-month,No internet service,No,No internet service,Yes,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,10,10,187.35,20.55,No
1784-EZDKJ,Male,Fiber optic,No,Yes,One year,Yes,Yes,No,Yes,Yes,Bank transfer (automatic),Yes,No,Yes,Yes,No,51,50,5498.8,106.8,No
1785-BPHTP,Male,Fiber optic,Yes,Yes,Month-to-month,No,No,No,No,Yes,Electronic check,Yes,No,No,Yes,No,28,25,2289.9,85.45,No
1790-NESIO,Female,No,No,No internet service,Two year,No internet service,No,No internet service,Yes,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,13,10,261.3,20.4,No
1791-PQHBB,Female,DSL,Yes,No,Month-to-month,No,No,Yes,Yes,No,Credit card (automatic),Yes,No,Yes,No,No,2,0,125.95,61.2,No
1792-UXAFY,Female,Fiber optic,No,Yes,Month-to-month,Yes,No,No,Yes,No,Electronic check,Yes,yes,No,Yes,No,17,15,1496.9,89.15,Yes
1794-HBQTJ,Female,DSL,No,No,Month-to-month,No,No,Yes,Yes,No,Credit card (automatic),Yes,No,No,No,No,1,0,48.6,48.6,Yes
1794-SWWKL,Male,DSL,Yes,Yes,Month-to-month,No,Yes,No,Yes,Yes,Bank transfer (automatic),Yes,No,No,No,Yes,15,15,867.1,59.65,No
1796-JANOW,Female,No,No,No internet service,Month-to-month,No internet service,No,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,2,0,38.15,19.95,No
1803-BGNBD,Female,DSL,No,No,Month-to-month,Yes,No,No,Yes,No,Electronic check,Yes,No,No,No,Yes,12,10,654.5,54.3,No
1809-DMJHQ,Female,DSL,Yes,No,Month-to-month,No,No,No,No,No,Mailed check,Yes,No,No,No,No,5,5,221.7,46,Yes
1810-BOHSY,Male,Fiber optic,No,No,One year,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),Yes,No,Yes,No,No,51,50,4911.05,96.4,No
1810-MVMAI,Male,DSL,Yes,Yes,Month-to-month,Yes,Yes,Yes,No,Yes,Electronic check,Yes,No,No,No,Yes,30,30,2000.2,67.6,No
1813-JLKWR,Female,No,Yes,No internet service,One year,No internet service,No,No internet service,No,Yes,Bank transfer (automatic),Yes,No,No internet service,No internet service,No internet service,64,60,1336.65,19.8,No
1813-JYWTO,Female,Fiber optic,No,No,Two year,No,Yes,Yes,No,Yes,Bank transfer (automatic),Yes,No,No,No,No,72,70,5737.6,80.45,No
1814-DKOLC,Female,No,No,No internet service,Month-to-month,No internet service,Yes,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,5,5,134.75,25.45,No
1814-WFGVS,Male,DSL,Yes,Yes,Two year,No,No phone service,Yes,No,Yes,Mailed check,No,No,No,Yes,Yes,72,70,3527,48.9,No
1816-FLZDK,Male,DSL,No,No,Month-to-month,No,No phone service,No,No,No,Mailed check,No,No,No,No,Yes,1,0,29.15,29.15,No
1818-ESQMW,Female,Fiber optic,No,Yes,Month-to-month,No,No,No,Yes,No,Electronic check,Yes,No,Yes,No,Yes,27,25,2383.6,89.2,No
1820-DJFPH,Female,No,Yes,No internet service,Two year,No internet service,Yes,No internet service,Yes,Yes,Bank transfer (automatic),Yes,No,No internet service,No internet service,No internet service,72,70,1709.15,24.05,No
1820-TQVEV,Male,Fiber optic,No,No,Month-to-month,No,No,No,Yes,No,Electronic check,Yes,No,No,No,No,1,0,69.55,69.55,Yes
1821-BUCWY,Male,DSL,No,Yes,Two year,No,No,Yes,Yes,No,Mailed check,Yes,No,No,No,No,30,30,1653.85,55.65,No
1830-GGFNM,Male,Fiber optic,Yes,Yes,Two year,Yes,Yes,Yes,No,Yes,Credit card (automatic),Yes,No,No,No,Yes,65,65,6078.75,94.55,No
1830-IPXVJ,Female,No,Yes,No internet service,Two year,No internet service,No,No internet service,No,Yes,Credit card (automatic),Yes,No,No internet service,No internet service,No internet service,61,60,1311.6,19.75,No
1832-PEUTS,Male,Fiber optic,Yes,Yes,Two year,No,Yes,No,Yes,Yes,Credit card (automatic),Yes,No,No,Yes,No,62,60,5411.65,89.1,No
1833-TCXKK,Male,Fiber optic,No,Yes,Month-to-month,Yes,Yes,No,Yes,Yes,Bank transfer (automatic),Yes,No,Yes,Yes,No,45,45,4882.8,107.75,No
1833-VGRUM,Female,Fiber optic,No,No,Month-to-month,No,Yes,No,Yes,No,Electronic check,Yes,yes,No,No,No,1,0,74.2,74.2,Yes
1834-ABKHQ,Female,DSL,Yes,Yes,One year,No,No,No,Yes,Yes,Bank transfer (automatic),Yes,No,No,No,No,52,50,2610.65,50.95,No
1834-WULEG,Male,No,Yes,No internet service,One year,No internet service,No,No internet service,No,Yes,Mailed check,Yes,No,No internet service,No internet service,No internet service,24,20,439.75,20.25,No
1837-YQUCE,Female,DSL,No,Yes,Two year,No,No phone service,Yes,Yes,No,Bank transfer (automatic),No,No,Yes,Yes,Yes,70,70,4214.25,58.35,No
1839-FBNFR,Female,No,Yes,No internet service,Two year,No internet service,No,No internet service,Yes,Yes,Bank transfer (automatic),Yes,No,No internet service,No internet service,No internet service,39,35,854.8,19.85,No
1839-UMACK,Male,No,No,No internet service,One year,No internet service,Yes,No internet service,No,No,Electronic check,Yes,No,No internet service,No internet service,No internet service,42,40,949.85,25.05,No
1840-BIUOG,Male,DSL,No,No,One year,Yes,Yes,No,Yes,No,Electronic check,Yes,No,No,Yes,Yes,20,20,1416.2,68.7,No
1841-YSJGV,Male,Fiber optic,No,No,Two year,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),Yes,No,Yes,Yes,Yes,72,70,7852.4,109.95,No
1842-EZJMK,Male,Fiber optic,Yes,No,Month-to-month,Yes,Yes,No,No,Yes,Electronic check,Yes,No,Yes,Yes,Yes,50,50,5071.05,103.7,Yes
1843-TLSGD,Female,No,Yes,No internet service,Two year,No internet service,No,No internet service,No,Yes,Mailed check,Yes,No,No internet service,No internet service,No internet service,13,10,272.35,20.85,No
1845-CSBRZ,Female,Fiber optic,Yes,No,Month-to-month,No,Yes,No,No,Yes,Bank transfer (automatic),Yes,yes,No,Yes,No,22,20,1961.6,85.35,No
1845-ZLLIG,Male,DSL,No,No,Month-to-month,Yes,No,No,Yes,No,Mailed check,Yes,No,No,No,No,1,0,50.15,50.15,No
1846-XWOQN,Female,Fiber optic,No,No,Month-to-month,No,No,No,Yes,No,Electronic check,Yes,yes,No,No,No,1,0,70.15,70.15,Yes
1848-LBZHY,Female,DSL,No,No,Month-to-month,No,No,Yes,Yes,Yes,Bank transfer (automatic),Yes,No,No,No,No,7,5,355.1,50.3,No
1849-RJYIG,Female,DSL,No,No,Month-to-month,No,No,Yes,Yes,No,Electronic check,Yes,No,No,Yes,No,8,5,487.75,60,No
1850-AKQEP,Male,No,Yes,No internet service,Month-to-month,No internet service,No,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,8,5,178.7,20.35,No
1852-QSWCD,Male,No,Yes,No internet service,Two year,No internet service,Yes,No internet service,Yes,Yes,Mailed check,Yes,No,No internet service,No internet service,No internet service,64,60,1514.85,24.8,No
1852-XEMDW,Male,DSL,No,Yes,Month-to-month,Yes,Yes,Yes,No,No,Mailed check,Yes,No,No,No,No,22,20,1427.55,65.05,No
1853-ARAAQ,Female,DSL,No,Yes,Month-to-month,No,No phone service,No,Yes,No,Credit card (automatic),No,No,Yes,Yes,No,26,25,1277.5,50.35,No
1853-UDXBW,Male,Fiber optic,Yes,No,Month-to-month,No,No,No,Yes,Yes,Electronic check,Yes,No,No,No,No,1,0,70,70,Yes
1855-AGAWH,Male,Fiber optic,No,Yes,One year,No,No,No,Yes,Yes,Electronic check,Yes,No,Yes,Yes,No,31,30,2939.8,93.8,No
1855-CFULU,Female,No,No,No internet service,Month-to-month,No internet service,No,No internet service,No,No,Mailed check,Yes,yes,No internet service,No internet service,No internet service,4,0,91.45,20.05,No
1862-QRWPE,Female,No,Yes,No internet service,Two year,No internet service,No,No internet service,No,Yes,Bank transfer (automatic),Yes,No,No internet service,No internet service,No internet service,48,45,1057,20.65,No
1862-SKORY,Female,DSL,No,No,Month-to-month,Yes,No phone service,No,Yes,Yes,Electronic check,No,yes,No,Yes,No,40,40,1637.4,39.3,Yes
1866-DIOQZ,Female,DSL,No,Yes,One year,Yes,No phone service,Yes,No,Yes,Bank transfer (automatic),No,No,Yes,Yes,Yes,71,70,4689.15,66.8,No
1866-NXPSP,Female,DSL,No,Yes,One year,Yes,No,Yes,Yes,No,Mailed check,Yes,No,Yes,No,Yes,36,35,2680.15,75.55,No
1866-OBPNR,Male,Fiber optic,Yes,No,Month-to-month,Yes,No,No,No,Yes,Credit card (automatic),Yes,No,No,No,No,1,0,74.6,74.6,No
1866-RZZQS,Male,Fiber optic,No,Yes,Month-to-month,No,Yes,No,Yes,No,Electronic check,Yes,yes,Yes,Yes,No,41,40,4187.75,98.4,Yes
1866-ZSLJM,Male,No,No,No internet service,Month-to-month,No internet service,No,No internet service,No,No,Credit card (automatic),Yes,No,No internet service,No internet service,No internet service,21,20,402.85,20.5,No
1867-BDVFH,Male,Fiber optic,Yes,No,Month-to-month,No,Yes,No,Yes,Yes,Electronic check,Yes,No,No,No,No,11,10,834.2,74.35,Yes
